mal_id,korean_name,english_name,japaneses_name,production_company,genre,themes,demographics,special,animelist_url,rating,alternate_titles,small_image_url,large_image_url,image_url,trailer_url,score,scored_by,members,year,season,favorites,episodes,anime_type,source,check_sum
13585,여름 눈 랑데부,Natsuyuki Rendezvous,夏雪ランデブー,Doga Kobo,"Drama, Romance, Supernatural",Adult Cast,Josei,,https://myanimelist.net/anime/13585/Natsuyuki_Rendezvous,PG-13 - Teens 13 or older,"여름 눈 랑데부,natsuyuki rendezvous,夏雪ランデブー",https://cdn.myanimelist.net/images/anime/11/38181t.jpg,https://cdn.myanimelist.net/images/anime/11/38181l.jpg,https://cdn.myanimelist.net/images/anime/11/38181.jpg,https://www.youtube.com/watch?v=l2cYDBfbP3g,7.26,33721,84880,2012,summer,269,11,TV,Manga,Natsuyuki Rendezvous
11285,블랙★록 슈터,BLACK★ROCK SHOOTER,ブラック★ロックシューター,"Ordet, SANZIGEN","Action, Drama, Fantasy","School, Super Power",,Vocaloid(BLACK★ROCK SHOOTER),https://myanimelist.net/anime/11285/Black★Rock_Shooter_TV,PG-13 - Teens 13 or older,"블랙록 슈터,blackrock shooter,ブラックロックシューター,블랙★록 슈터",https://cdn.myanimelist.net/images/anime/5/53909t.jpg,https://cdn.myanimelist.net/images/anime/5/53909l.jpg,https://cdn.myanimelist.net/images/anime/5/53909.jpg,https://www.youtube.com/watch?v=zN9gcAgn9u0,6.79,178002,358011,2012,winter,2267,8,TV,Other,Black★Rock Shooter (TV)
8426,방랑소년,Wandering Son,放浪息子,AIC Classic,"Drama, Romance","Crossdressing, School",Seinen,,https://myanimelist.net/anime/8426/Hourou_Musuko,PG-13 - Teens 13 or older,"방랑소년,wandering son,放浪息子",https://cdn.myanimelist.net/images/anime/13/53945t.jpg,https://cdn.myanimelist.net/images/anime/13/53945l.jpg,https://cdn.myanimelist.net/images/anime/13/53945.jpg,https://www.youtube.com/watch?v=RG2JiRohtmQ,7.69,42582,132355,2011,winter,1085,11,TV,Manga,Hourou Musuko
4177,망념의 잠드,Xam'd: Lost Memories,亡念のザムド,Bones,"Action, Adventure, Sci-Fi",Military,,"Japan Media Arts Festival(2009,4)",https://myanimelist.net/anime/4177/Bounen_no_Xamdou,PG-13 - Teens 13 or older,"망념의 잠드,xamd lost memories,亡念のザムド",https://cdn.myanimelist.net/images/anime/2/23189t.jpg,https://cdn.myanimelist.net/images/anime/2/23189l.jpg,https://cdn.myanimelist.net/images/anime/2/23189.jpg,,7.63,59272,144783,,,1093,26,ONA,Original,Bounen no Xamdou
5682,팬텀 ~레퀴엠 포 더 팬텀~,Phantom ~Requiem for the Phantom~,Phantom ~Requiem for the Phantom~,Bee Train,"Action, Drama, Suspense",Organized Crime,,,https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom,R+ - Mild Nudity,"팬텀 레퀴엠 포 더 팬텀,phantom requiem for the phantom,팬텀 ~레퀴엠 포 더 팬텀~",https://cdn.myanimelist.net/images/anime/8/22470t.jpg,https://cdn.myanimelist.net/images/anime/8/22470l.jpg,https://cdn.myanimelist.net/images/anime/8/22470.jpg,https://www.youtube.com/watch?v=4omZ0Hkn1lU,7.92,127495,340948,2009,spring,4488,26,TV,Visual novel,Phantom: Requiem for the Phantom
6098,하늘 가는 대로,At The Mercy of The Sky,宙のまにまに,Studio Comet,"Comedy, Romance",School,Seinen,,https://myanimelist.net/anime/6098/Sora_no_Manimani,PG-13 - Teens 13 or older,"하늘 가는 대로,at the mercy of the sky,宙のまにまに",https://cdn.myanimelist.net/images/anime/6/75491t.jpg,https://cdn.myanimelist.net/images/anime/6/75491l.jpg,https://cdn.myanimelist.net/images/anime/6/75491.jpg,https://www.youtube.com/watch?v=3B7v07FPb3A,7.05,17781,44670,2009,summer,65,12,TV,Manga,Sora no Manimani
4186,강각의 레기오스,Chrome Shelled Regios,鋼殻のレギオス,Zexcs,"Action, Adventure, Fantasy, Sci-Fi","Military, School, Super Power",,,https://myanimelist.net/anime/4186/Koukaku_no_Regios,R - 17+ (violence & profanity),"강각의 레기오스,chrome shelled regios,鋼殻のレギオス",https://cdn.myanimelist.net/images/anime/9/12238t.jpg,https://cdn.myanimelist.net/images/anime/9/12238l.jpg,https://cdn.myanimelist.net/images/anime/9/12238.jpg,https://www.youtube.com/watch?v=i7dwDoEnUtg,7.27,105404,216583,2009,winter,1051,24,TV,Light novel,Koukaku no Regios
5420,짐승의 연주자 에린,The Beast Player Erin,獣の奏者 エリン,"Production I.G, Trans Arts","Drama, Fantasy",,,,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin,PG-13 - Teens 13 or older,"짐승의 연주자 에린,the beast player erin,獣の奏者 エリン",https://cdn.myanimelist.net/images/anime/9/19845t.jpg,https://cdn.myanimelist.net/images/anime/9/19845l.jpg,https://cdn.myanimelist.net/images/anime/9/19845.jpg,,8.3,21817,88364,2009,winter,1490,50,TV,Novel,Kemono no Souja Erin
6512,냥코이!,Nyan Koi!,にゃんこい!,AIC,"Comedy, Romance, Supernatural","Harem, Pets",,,https://myanimelist.net/anime/6512/Nyan_Koi,PG-13 - Teens 13 or older,"냥코이!,nyan koi!,にゃんこい!",https://cdn.myanimelist.net/images/anime/10/18299t.jpg,https://cdn.myanimelist.net/images/anime/10/18299l.jpg,https://cdn.myanimelist.net/images/anime/10/18299.jpg,,7.12,137433,269801,2009,fall,592,12,TV,Manga,Nyan Koi!
5678,코바토,Kobato.,こばと。,Madhouse,"Comedy, Drama, Fantasy, Romance",,,,https://myanimelist.net/anime/5678/Kobato,PG-13 - Teens 13 or older,"코바토,kobato.,こばと。",https://cdn.myanimelist.net/images/anime/8/79838t.jpg,https://cdn.myanimelist.net/images/anime/8/79838l.jpg,https://cdn.myanimelist.net/images/anime/8/79838.jpg,https://www.youtube.com/watch?v=_fD6NEi_Czo,7.94,62627,169873,2009,fall,1539,24,TV,Manga,Kobato.
5507,전장의 발큐리아,Valkyria Chronicles,戦場のヴァルキュリア,A-1 Pictures,"Action, Romance",Military,,,https://myanimelist.net/anime/5507/Senjou_no_Valkyria,PG-13 - Teens 13 or older,"전장의 발큐리아,valkyria chronicles,戦場のヴァルキュリア",https://cdn.myanimelist.net/images/anime/6/53901t.jpg,https://cdn.myanimelist.net/images/anime/6/53901l.jpg,https://cdn.myanimelist.net/images/anime/6/53901.jpg,https://www.youtube.com/watch?v=uiRAzl5Q3Ko,7.56,55684,133727,2009,spring,610,26,TV,Game,Senjou no Valkyria
8086,마법전사 라이너,The Legend of the Legendary Heroes,伝説の勇者の伝説,Zexcs,"Action, Adventure, Fantasy",Military,,,https://myanimelist.net/anime/8086/Densetsu_no_Yuusha_no_Densetsu,R - 17+ (violence & profanity),"마법전사 라이너,the legend of the legendary heroes,伝説の勇者の伝説",https://cdn.myanimelist.net/images/anime/8/73651t.jpg,https://cdn.myanimelist.net/images/anime/8/73651l.jpg,https://cdn.myanimelist.net/images/anime/8/73651.jpg,https://www.youtube.com/watch?v=-KQwoCCvf_0,7.5,138763,308824,2010,summer,1999,24,TV,Light novel,Densetsu no Yuusha no Densetsu
7769,오오카미 씨와 7명의 동료들,Okami-San and Her Seven Companions,オオカミさんと七人の仲間たち,J.C.Staff,"Comedy, Romance",Parody,,,https://myanimelist.net/anime/7769/Ookami-san_to_Shichinin_no_Nakama-tachi,PG-13 - Teens 13 or older,"오오카미 씨와 7명의 동료들,okamisan and her seven companions,オオカミさんと七人の仲間たち",https://cdn.myanimelist.net/images/anime/9/75240t.jpg,https://cdn.myanimelist.net/images/anime/9/75240l.jpg,https://cdn.myanimelist.net/images/anime/9/75240.jpg,https://www.youtube.com/watch?v=Uz-kz8_EyMQ,7.15,131069,281226,2010,summer,775,12,TV,Light novel,Ookami-san to Shichinin no Nakama-tachi
7590,길 잃은 고양이 오버런!,Lost Cat Overrun!,迷い猫オーバーラン！,AIC,"Comedy, Romance",Harem,,,https://myanimelist.net/anime/7590/Mayoi_Neko_Overrun,PG-13 - Teens 13 or older,"길 잃은 고양이 오버런!,lost cat overrun!,迷い猫オーバーラン！",https://cdn.myanimelist.net/images/anime/1398/133870t.jpg,https://cdn.myanimelist.net/images/anime/1398/133870l.jpg,https://cdn.myanimelist.net/images/anime/1398/133870.jpg,https://www.youtube.com/watch?v=jNG4cIFBsg8,6.64,60738,141794,2010,spring,205,13,TV,Light novel,Mayoi Neko Overrun!
10721,돌아가는 펭귄드럼,Mawaru Penguindrum,輪るピングドラム,Brain's Base,"Avant Garde, Drama, Mystery, Supernatural, Suspense",Psychological,,"Japan Media Arts Festival(2011,4)",https://myanimelist.net/anime/10721/Mawaru_Penguindrum,R - 17+ (violence & profanity),"돌아가는 펭귄드럼,mawaru penguindrum,輪るピングドラム",https://cdn.myanimelist.net/images/anime/5/30238t.jpg,https://cdn.myanimelist.net/images/anime/5/30238l.jpg,https://cdn.myanimelist.net/images/anime/5/30238.jpg,,7.93,109559,304755,2011,summer,7278,24,TV,Original,Mawaru Penguindrum
10572,로큐브!,Ro-Kyu-Bu ~ Fast Break!,ロウきゅーぶ!,"Project No.9, Studio Blanc.","Comedy, Sports, Ecchi","School, Team Sports",,,https://myanimelist.net/anime/10572/Ro-Kyu-Bu,PG-13 - Teens 13 or older,"로큐브!,rokyubu  fast break!,ロウきゅーぶ!",https://cdn.myanimelist.net/images/anime/11/32643t.jpg,https://cdn.myanimelist.net/images/anime/11/32643l.jpg,https://cdn.myanimelist.net/images/anime/11/32643.jpg,,6.76,36217,83627,2011,summer,193,12,TV,Light novel,Ro-Kyu-Bu!
10456,경계선상의 호라이즌,Horizon in the Middle of Nowhere,境界線上のホライゾン,Sunrise,"Action, Fantasy, Sci-Fi",,,"Kono Light Novel ga Sugoi!(2013,10)",https://myanimelist.net/anime/10456/Kyoukaisenjou_no_Horizon,PG-13 - Teens 13 or older,"경계선상의 호라이즌,horizon in the middle of nowhere,境界線上のホライゾン",https://cdn.myanimelist.net/images/anime/6/79598t.jpg,https://cdn.myanimelist.net/images/anime/6/79598l.jpg,https://cdn.myanimelist.net/images/anime/6/79598.jpg,https://www.youtube.com/watch?v=lgwFB5pgvq8,7.01,66425,183582,2011,fall,813,13,TV,Light novel,Kyoukaisenjou no Horizon
9776,A채널,A-Channel,Aチャンネル,Studio Gokumi,Comedy,"CGDCT, School",,,https://myanimelist.net/anime/9776/A-Channel,PG-13 - Teens 13 or older,"a채널,achannel,aチャンネル,A채널",https://cdn.myanimelist.net/images/anime/1333/110595t.jpg,https://cdn.myanimelist.net/images/anime/1333/110595l.jpg,https://cdn.myanimelist.net/images/anime/1333/110595.jpg,,6.93,45266,101732,2011,spring,299,12,TV,4-koma manga,A-Channel
10372,신의 인형,KAMISAMA DOLLS,神様ドォルズ,Brain's Base,"Action, Supernatural",,Seinen,,https://myanimelist.net/anime/10372/Kamisama_Dolls,R - 17+ (violence & profanity),"신의 인형,kamisama dolls,神様ドォルズ",https://cdn.myanimelist.net/images/anime/1001/98636t.jpg,https://cdn.myanimelist.net/images/anime/1001/98636l.jpg,https://cdn.myanimelist.net/images/anime/1001/98636.jpg,https://www.youtube.com/watch?v=ToLVbJJY4QY,6.99,31382,73734,2011,summer,96,13,TV,Manga,Kamisama Dolls
10216,"부르잖아요, 아자젤 씨","You're Being Summoned, Azazel",よんでますよ、アザゼルさん。,Production I.G,"Comedy, Supernatural","Gag Humor, Mythology",Seinen,,https://myanimelist.net/anime/10216/Yondemasu_yo_Azazel-san_TV,R - 17+ (violence & profanity),"부르잖아요 아자젤 씨,youre being summoned azazel,よんでますよ、アザゼルさん。,부르잖아요, 아자젤 씨,부르잖아요, 아자젤 씨,부르잖아요, 아자젤 씨,부르잖아요, 아자젤 씨,부르잖아요, 아자젤 씨",https://cdn.myanimelist.net/images/anime/4/75284t.jpg,https://cdn.myanimelist.net/images/anime/4/75284l.jpg,https://cdn.myanimelist.net/images/anime/4/75284.jpg,https://www.youtube.com/watch?v=Cfg_25tWbtM,7.51,34672,83785,2011,spring,373,13,TV,Manga,"Yondemasu yo, Azazel-san. (TV)"
9938,이국미로의 크로와제,Croisée in a Foreign Labyrinth The Animation,異国迷路のクロワーゼ,Satelight,Slice of Life,"Historical, Iyashikei",Seinen,,https://myanimelist.net/anime/9938/Ikoku_Meiro_no_Croisée_The_Animation,G - All Ages,"이국미로의 크로와제,croisée in a foreign labyrinth the animation,異国迷路のクロワーゼ",https://cdn.myanimelist.net/images/anime/6/74051t.jpg,https://cdn.myanimelist.net/images/anime/6/74051l.jpg,https://cdn.myanimelist.net/images/anime/6/74051.jpg,https://www.youtube.com/watch?v=qbzCcf014Cw,7.41,24499,59854,2011,summer,164,12,TV,Manga,Ikoku Meiro no Croisée The Animation
11933,오다 노부나의 야망,The Ambition of Oda Nobuna,織田信奈の野望,"Madhouse, Studio Gokumi","Action, Comedy, Romance","Harem, Historical, Military, Time Travel",,,https://myanimelist.net/anime/11933/Oda_Nobuna_no_Yabou,PG-13 - Teens 13 or older,"오다 노부나의 야망,the ambition of oda nobuna,織田信奈の野望",https://cdn.myanimelist.net/images/anime/11/39249t.jpg,https://cdn.myanimelist.net/images/anime/11/39249l.jpg,https://cdn.myanimelist.net/images/anime/11/39249.jpg,,7.36,148610,301432,2012,summer,1131,12,TV,Light novel,Oda Nobuna no Yabou
11179,아빠 말 좀 들어라!,"Listen to me, girls. I am your father!",パパのいうことを聞きなさい！,feel.,"Comedy, Romance",Childcare,,,https://myanimelist.net/anime/11179/Papa_no_Iukoto_wo_Kikinasai,PG-13 - Teens 13 or older,"아빠 말 좀 들어라!,listen to me girls. i am your father!,パパのいうことを聞きなさい！",https://cdn.myanimelist.net/images/anime/2/35039t.jpg,https://cdn.myanimelist.net/images/anime/2/35039l.jpg,https://cdn.myanimelist.net/images/anime/2/35039.jpg,,7.25,102545,198033,2012,winter,633,12,TV,Light novel,Papa no Iukoto wo Kikinasai!
14199,오빠지만 사랑만 있으면 상관없잖아?,OniAi,お兄ちゃんだけど愛さえあれば関係ないよねっ,SILVER LINK.,"Comedy, Romance, Ecchi","Harem, School",,,https://myanimelist.net/anime/14199/Oniichan_dakedo_Ai_sae_Areba_Kankeinai_yo_ne,R+ - Mild Nudity,"오빠지만 사랑만 있으면 상관없잖아?,oniai,お兄ちゃんだけど愛さえあれば関係ないよねっ",https://cdn.myanimelist.net/images/anime/6/42111t.jpg,https://cdn.myanimelist.net/images/anime/6/42111l.jpg,https://cdn.myanimelist.net/images/anime/6/42111.jpg,,6.42,139699,311144,2012,fall,475,12,TV,Light novel,Oniichan dakedo Ai sae Areba Kankeinai yo ne!
12679,죠시라쿠,Joshiraku,じょしらく,J.C.Staff,Comedy,"Adult Cast, Gag Humor, Parody, Performing Arts",Shounen,,https://myanimelist.net/anime/12679/Joshiraku,PG-13 - Teens 13 or older,"죠시라쿠,joshiraku,じょしらく",https://cdn.myanimelist.net/images/anime/8/48925t.jpg,https://cdn.myanimelist.net/images/anime/8/48925l.jpg,https://cdn.myanimelist.net/images/anime/8/48925.jpg,https://www.youtube.com/watch?v=gjUmRgmgq98,7.44,49619,183421,2012,summer,764,13,TV,Manga,Joshiraku
12467,수수께기 그녀 X,Mysterious Girlfriend X,謎の彼女X,Hoods Entertainment,Romance,School,Seinen,,https://myanimelist.net/anime/12467/Nazo_no_Kanojo_X,PG-13 - Teens 13 or older,"수수께기 그녀 x,mysterious girlfriend x,謎の彼女x,수수께기 그녀 X",https://cdn.myanimelist.net/images/anime/3/75205t.jpg,https://cdn.myanimelist.net/images/anime/3/75205l.jpg,https://cdn.myanimelist.net/images/anime/3/75205.jpg,https://www.youtube.com/watch?v=L_E57Hmy_KA,7.23,151558,327914,2012,spring,3283,13,TV,Manga,Nazo no Kanojo X
16011,도쿄 레이븐스,Tokyo Ravens,東京レイヴンズ,8bit,"Action, Fantasy, Romance","School, Urban Fantasy",,"Kono Light Novel ga Sugoi!(2014,7)",https://myanimelist.net/anime/16011/Tokyo_Ravens,PG-13 - Teens 13 or older,"도쿄 레이븐즈,tokyo ravens,東京レイヴンズ,도쿄 레이븐스",https://cdn.myanimelist.net/images/anime/13/75094t.jpg,https://cdn.myanimelist.net/images/anime/13/75094l.jpg,https://cdn.myanimelist.net/images/anime/13/75094.jpg,https://www.youtube.com/watch?v=7MuxbeVaoDM,7.41,223477,496517,2013,fall,2042,24,TV,Light novel,Tokyo Ravens
17909,유정천 가족,The Eccentric Family,有頂天家族,P.A. Works,"Award Winning, Comedy, Drama, Fantasy","Anthropomorphic, Mythology",,"Japan Media Arts Festival(2013,2)",https://myanimelist.net/anime/17909/Uchouten_Kazoku,PG-13 - Teens 13 or older,"유정천 가족,the eccentric family,有頂天家族",https://cdn.myanimelist.net/images/anime/3/85433t.jpg,https://cdn.myanimelist.net/images/anime/3/85433l.jpg,https://cdn.myanimelist.net/images/anime/3/85433.jpg,https://www.youtube.com/watch?v=QVu8qiE7Yv4,7.83,54870,170331,2013,summer,1505,13,TV,Novel,Uchouten Kazoku
990,신족가족,Kamisama Kazoku,神様家族,Toei Animation,"Comedy, Drama, Fantasy, Romance",,,,https://myanimelist.net/anime/990/Kamisama_Kazoku,PG-13 - Teens 13 or older,"신족가족,kamisama kazoku,神様家族",https://cdn.myanimelist.net/images/anime/6/2566t.jpg,https://cdn.myanimelist.net/images/anime/6/2566l.jpg,https://cdn.myanimelist.net/images/anime/6/2566.jpg,,7.09,22652,49070,2006,spring,88,13,TV,Light novel,Kamisama Kazoku
16732,금빛 모자이크,Kin-iro Mosaic,きんいろモザイク,Studio Gokumi,Slice of Life,"CGDCT, School",,,https://myanimelist.net/anime/16732/Kiniro_Mosaic,PG-13 - Teens 13 or older,"금빛 모자이크,kiniro mosaic,きんいろモザイク",https://cdn.myanimelist.net/images/anime/1793/117610t.jpg,https://cdn.myanimelist.net/images/anime/1793/117610l.jpg,https://cdn.myanimelist.net/images/anime/1793/117610.jpg,https://www.youtube.com/watch?v=qGf5rZ9iyfg,7.23,70583,185649,2013,summer,882,12,TV,4-koma manga,Kiniro Mosaic
4720,화이트 앨범,WHITE ALBUM,WHITE ALBUM,Seven Arcs,"Drama, Romance","Harem, Idols (Female), Music",,,https://myanimelist.net/anime/4720/White_Album,PG-13 - Teens 13 or older,"화이트 앨범,white album",https://cdn.myanimelist.net/images/anime/12/43537t.jpg,https://cdn.myanimelist.net/images/anime/12/43537l.jpg,https://cdn.myanimelist.net/images/anime/12/43537.jpg,,6.48,37796,124586,2009,winter,222,13,TV,Visual novel,White Album
16742,내가 인기 없는 건 아무리 생각해도 너희들 탓이야!,"No Matter How I Look at It, It’s You Guys' Fault I’m Not Popular!",私がモテないのはどう考えてもお前らが悪い!,SILVER LINK.,Comedy,"Otaku Culture, School",,,https://myanimelist.net/anime/16742/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui,PG-13 - Teens 13 or older,"내가 인기 없는 건 아무리 생각해도 너희들 탓이야!,no matter how i look at it it’s you guys fault i’m not popular!,私がモテないのはどう考えてもお前らが悪い!",https://cdn.myanimelist.net/images/anime/12/51619t.jpg,https://cdn.myanimelist.net/images/anime/12/51619l.jpg,https://cdn.myanimelist.net/images/anime/12/51619.jpg,https://www.youtube.com/watch?v=IJjsjU0Dwpo,6.99,345940,666652,2013,summer,5802,12,TV,Web manga,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!
16668,혁명기 발브레이브,Valvrave the Liberator,革命機ヴァルヴレイヴ,Sunrise,"Action, Sci-Fi","Mecha, Military, Space",,,https://myanimelist.net/anime/16668/Kakumeiki_Valvrave,R - 17+ (violence & profanity),"혁명기 발브레이브,valvrave the liberator,革命機ヴァルヴレイヴ",https://cdn.myanimelist.net/images/anime/3/49251t.jpg,https://cdn.myanimelist.net/images/anime/3/49251l.jpg,https://cdn.myanimelist.net/images/anime/3/49251.jpg,https://www.youtube.com/watch?v=AXsRaWBy03w,7.12,78774,171416,2013,spring,690,12,TV,Original,Kakumeiki Valvrave
37496,더블데커! 더그&키릴,DOUBLE DECKER! ダグ＆キリル,DOUBLE DECKER! ダグ&キリル,Sunrise,"Action, Comedy, Mystery, Sci-Fi","Adult Cast, Detective",,,https://myanimelist.net/anime/37496/Double_Decker_Doug___Kirill,R - 17+ (violence & profanity),"더블데커! 더그키릴,double decker! ダグ＆キリル,double decker! ダグキリル,더블데커! 더그&키릴",https://cdn.myanimelist.net/images/anime/1299/95783t.jpg,https://cdn.myanimelist.net/images/anime/1299/95783l.jpg,https://cdn.myanimelist.net/images/anime/1299/95783.jpg,https://www.youtube.com/watch?v=zj8CeFZJJc0,6.81,13275,37503,2018,fall,97,13,TV,Original,Double Decker! Doug & Kirill
36654,츠쿠모가미 빌려드립니다,We Rent Tsukumogami,つくもがみ貸します,Telecom Animation Film,Supernatural,"Anthropomorphic, Historical, Mythology",,,https://myanimelist.net/anime/36654/Tsukumogami_Kashimasu,PG-13 - Teens 13 or older,"츠쿠모가미 빌려드립니다,we rent tsukumogami,つくもがみ貸します",https://cdn.myanimelist.net/images/anime/1373/107550t.jpg,https://cdn.myanimelist.net/images/anime/1373/107550l.jpg,https://cdn.myanimelist.net/images/anime/1373/107550.jpg,https://www.youtube.com/watch?v=rtLeAx6nRJg,6.7,5508,19427,2018,summer,12,12,TV,Novel,Tsukumogami Kashimasu
37578,플래닛 위드,Palnet with,プラネット・ウィズ,J.C.Staff,"Action, Sci-Fi",Mecha,,,https://myanimelist.net/anime/37578/Planet_With,PG-13 - Teens 13 or older,"플래닛 위드,palnet with,プラネット・ウィズ",https://cdn.myanimelist.net/images/anime/1985/95103t.jpg,https://cdn.myanimelist.net/images/anime/1985/95103l.jpg,https://cdn.myanimelist.net/images/anime/1985/95103.jpg,https://www.youtube.com/watch?v=Dh-j_kBv-B4,7.14,24218,59092,2018,summer,150,12,TV,Original,Planet With
35503,소녀☆가극 레뷰 스타라이트,Revue Starlight,少女☆歌劇 レヴュー・スタァライト,Kinema Citrus,Drama,"Music, Performing Arts, School",,,https://myanimelist.net/anime/35503/Shoujo☆Kageki_Revue_Starlight,PG-13 - Teens 13 or older,"소녀가극 레뷰 스타라이트,revue starlight,少女歌劇 レヴュー・スタァライト,소녀☆가극 레뷰 스타라이트",https://cdn.myanimelist.net/images/anime/1165/93552t.jpg,https://cdn.myanimelist.net/images/anime/1165/93552l.jpg,https://cdn.myanimelist.net/images/anime/1165/93552.jpg,https://www.youtube.com/watch?v=x8OEyXRPh7k,7.66,32368,90377,2018,summer,1539,12,TV,Original,Shoujo☆Kageki Revue Starlight
35589,도사의 무녀,Katana Maidens ~ Toji No Miko,刀使ノ巫女,Studio Gokumi,"Action, Fantasy",,,,https://myanimelist.net/anime/35589/Toji_no_Miko,PG-13 - Teens 13 or older,"도사의 무녀,katana maidens  toji no miko,刀使ノ巫女",https://cdn.myanimelist.net/images/anime/13/89885t.jpg,https://cdn.myanimelist.net/images/anime/13/89885l.jpg,https://cdn.myanimelist.net/images/anime/13/89885.jpg,https://www.youtube.com/watch?v=q9jYltH5FVc,6.8,24848,81492,2018,winter,245,24,TV,Original,Toji no Miko
34279,그랑크레스트 전기,Record of Grancrest War,グランクレスト戦記,A-1 Pictures,"Action, Drama, Fantasy, Romance",Military,,,https://myanimelist.net/anime/34279/Grancrest_Senki,R - 17+ (violence & profanity),"그랑크레스트 전기,record of grancrest war,グランクレスト戦記",https://cdn.myanimelist.net/images/anime/4/89883t.jpg,https://cdn.myanimelist.net/images/anime/4/89883l.jpg,https://cdn.myanimelist.net/images/anime/4/89883.jpg,https://www.youtube.com/watch?v=S-HBLiUdH1k,7.22,135929,320673,2018,winter,1329,24,TV,Light novel,Grancrest Senki
32673,우동나라의 황금색 털뭉치,Poco's Udon World,うどんの国の金色毛鞠,LIDENFILMS,"Slice of Life, Supernatural","Anthropomorphic, Childcare, Iyashikei",Seinen,,https://myanimelist.net/anime/32673/Udon_no_Kuni_no_Kiniro_Kemari,PG-13 - Teens 13 or older,"우동나라의 황금색 털뭉치,pocos udon world,うどんの国の金色毛鞠",https://cdn.myanimelist.net/images/anime/10/82343t.jpg,https://cdn.myanimelist.net/images/anime/10/82343l.jpg,https://cdn.myanimelist.net/images/anime/10/82343.jpg,https://www.youtube.com/watch?v=JcYEz3B0oDM,7.74,54504,137481,2016,fall,664,12,TV,Manga,Udon no Kuni no Kiniro Kemari
33433,종말의 이제타,"Izetta, Die Letzte Hexe",終末のイゼッタ,Ajia-do,"Action, Fantasy","Historical, Military",,,https://myanimelist.net/anime/33433/Shuumatsu_no_Izetta,R - 17+ (violence & profanity),"종말의 이제타,izetta die letzte hexe,終末のイゼッタ",https://cdn.myanimelist.net/images/anime/7/82119t.jpg,https://cdn.myanimelist.net/images/anime/7/82119l.jpg,https://cdn.myanimelist.net/images/anime/7/82119.jpg,https://www.youtube.com/watch?v=piEEGQdBho8,6.75,70563,181584,2016,fall,364,12,TV,Original,Shuumatsu no Izetta
28817,미카구라 학원 조곡,Mikagura School Suite,ミカグラ学園組曲,Doga Kobo,"Action, Comedy, Fantasy, Girls Love","School, Super Power, Visual Arts",,Vocaloid,https://myanimelist.net/anime/28817/Mikagura_Gakuen_Kumikyoku_TV,PG-13 - Teens 13 or older,"미카구라 학원 조곡,mikagura school suite,ミカグラ学園組曲",https://cdn.myanimelist.net/images/anime/6/73590t.jpg,https://cdn.myanimelist.net/images/anime/6/73590l.jpg,https://cdn.myanimelist.net/images/anime/6/73590.jpg,https://www.youtube.com/watch?v=CPHlJooEIl4,6.67,36027,91036,2015,spring,176,12,TV,Mixed media,Mikagura Gakuen Kumikyoku (TV)
28791,건슬링거 스트라토스,Gunslinger Stratos,ガンスリンガー ストラトス -THE ANIMATION-,A-1 Pictures,"Action, Sci-Fi",Mecha,,,https://myanimelist.net/anime/28791/Gunslinger_Stratos_The_Animation,PG-13 - Teens 13 or older,"건슬링거 스트라토스,gunslinger stratos,ガンスリンガーストラトス,ガンスリンガー ストラトス the animation",https://cdn.myanimelist.net/images/anime/2/73120t.jpg,https://cdn.myanimelist.net/images/anime/2/73120l.jpg,https://cdn.myanimelist.net/images/anime/2/73120.jpg,https://www.youtube.com/watch?v=mdzuzBweqEw,6.04,32271,73364,2015,spring,48,12,TV,Game,Gunslinger Stratos The Animation
21845,잃어버린 미래를 찾아서,In Search of the Lost Future,失われた未来を求めて,feel.,"Drama, Romance, Sci-Fi","School, Time Travel",,,https://myanimelist.net/anime/21845/Ushinawareta_Mirai_wo_Motomete,PG-13 - Teens 13 or older,"잃어버린 미래를 찾아서,in search of the lost future,失われた未来を求めて",https://cdn.myanimelist.net/images/anime/1414/112510t.jpg,https://cdn.myanimelist.net/images/anime/1414/112510l.jpg,https://cdn.myanimelist.net/images/anime/1414/112510.jpg,https://www.youtube.com/watch?v=mghBYKjGngQ,6.72,34645,94404,2014,fall,201,12,TV,Visual novel,Ushinawareta Mirai wo Motomete
51940,나와 로보코,Me & Roboco,僕とロボコ,Gallop,"Comedy, Sci-Fi","Gag Humor, Parody",Shounen,,https://myanimelist.net/anime/51940/Boku_to_Roboko,PG-13 - Teens 13 or older,"나와 로보코,me  roboco,僕とロボコ",https://cdn.myanimelist.net/images/anime/1986/134747t.jpg,https://cdn.myanimelist.net/images/anime/1986/134747l.jpg,https://cdn.myanimelist.net/images/anime/1986/134747.jpg,https://www.youtube.com/watch?v=Pq0I0JQbGr8,6.82,2765,8392,2023,winter,29,28,TV,Manga,Boku to Roboko
